instructionType,instructionSymbol,action,stimText,stimVideo,stimAudio,movement,congruency,thisN,thisTrialN,thisRepN,keyBlockResponseTraining.keys,keyBlockResponseTraining.rt,keyBlockResponseTraining.duration,keyBlockResponse.keys,keyBlockResponse.rt,keyBlockResponse.duration,trialsTraining.thisRepN,trialsTraining.thisTrialN,trialsTraining.thisN,trialsTraining.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialsLoop.thisRepN,trialsLoop.thisTrialN,trialsLoop.thisN,trialsLoop.thisIndex,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,oneThirdLoop.thisRepN,oneThirdLoop.thisTrialN,oneThirdLoop.thisN,oneThirdLoop.thisIndex,twoThirdsLoop.thisRepN,twoThirdsLoop.thisTrialN,twoThirdsLoop.thisN,twoThirdsLoop.thisIndex,thisRow.t,notes,welcomeScreen.started,textWelcome.started,keyWelcomeResponse.started,welcomeScreen.stopped,keyWelcomeResponse.keys,keyWelcomeResponse.rt,keyWelcomeResponse.duration,explanationScreen.started,textExplanation.started,keyEplanation.started,explanationScreen.stopped,keyEplanation.keys,keyEplanation.rt,keyEplanation.duration,explInstructSpeak.started,image.started,textInstructSpeak.started,keyInstructSpeak_continue.started,textInstructSpeak_continue.started,explInstructSpeak.stopped,keyInstructSpeak_continue.keys,keyInstructSpeak_continue.rt,keyInstructSpeak_continue.duration,explInstructHand.started,textInstructHand.started,imageInstructHand.started,keyInstructHand.started,textInstructHand_continue.started,explInstructHand.stopped,keyInstructHand.keys,keyInstructHand.rt,keyInstructHand.duration,explInstructBoth.started,imageInstructBoth.started,textInstructBoth.started,keyResponseInstructBoth.started,textInstructBoth_continue.started,explInstructBoth.stopped,keyResponseInstructBoth.keys,keyResponseInstructBoth.rt,keyResponseInstructBoth.duration,blockTraining.started,textBlockTraining.started,keyBlockResponseTraining.started,blockTraining.stopped,trialsTraining.keyBlockResponseTraining.keys,trialsTraining.keyBlockResponseTraining.rt,trialsTraining.keyBlockResponseTraining.duration,image_aspect,trialTraining.started,iti_Training.started,iti_Training.stopped,textStart_Training.started,textStart_Training.stopped,movieGesture_Training.started,audioStim_Training.started,audioStim_Training.stopped,movieGesture_Training.stopped,instructionImage_Training.started,instructionImage_Training.stopped,actionCue_Training.started,audioGoCue_Training.started,audioGoCue_Training.stopped,actionCue_Training.stopped,trialTraining.stopped,blockStart.started,textBlockStart.started,keyBlockResponse.started,blockStart.stopped,blockLoop.keyBlockResponse.keys,blockLoop.keyBlockResponse.rt,blockLoop.keyBlockResponse.duration,trial.started,iti.started,iti.stopped,textStart.started,textStart.stopped,movieGesture.started,audioStimuli.started,audioStimuli.stopped,movieGesture.stopped,instructionImage.started,instructionImage.stopped,actionCue.started,audioGoCue.started,audioGoCue.stopped,actionCue.stopped,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
gesture,images/hand.png,go,"me",videos/you_clip.mp4,audios/me.wav,hand_wrist,incongruent,15,15,0,space,1.9887806999995519,None,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,832.6406403000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.6241833000004,832.6406403000001,832.6406403000001,834.6407851999993,space,1.9887806999995519,None,1.0,837.4981561999994,837.5068305999994,837.5068305999994,837.5068305999994,837.645988100001,837.645988100001,838.1401464666671,839.1902281000002,843.6792451000001,843.690288400001,843.690288400001,843.690288400001,843.6959117666668,844.7073672999995,846.6407564000001,846.6241124999997,,,,,,,,,,,,,,,,,,,,,,,,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech_gesture,images/speak_gesture1.png,go,"rising",videos/falling_clip.mp4,audios/rising.wav,arm,incongruent,16,16,0,space,5.112610399999539,None,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,846.6407564000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.6242127999994,846.6407564000001,846.6407564000001,851.7575159000007,space,5.112610399999539,None,2.7417218543046356,854.4189017000008,854.4272904999998,854.4272904999998,854.4272904999998,854.7573912999997,854.7573912999997,855.2570343666669,856.3237972000006,860.9100125999994,860.9100125999994,860.9269433000009,860.9269433000009,860.926679266666,861.9438578000008,863.7574948000001,863.7408579000003,,,,,,,,,,,,,,,,,,,,,,,,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech,images/speak.png,go,"me",videos/you_clip.mp4,audios/me.wav,hand_wrist,incongruent,17,17,0,space,12.31022320000011,None,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,863.7574948000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.7409633000007,863.7574948000001,863.7574948000001,876.0745064000002,space,12.31022320000011,None,1.0,879.0578325999995,879.0718796000001,879.0718796000001,879.0718796000001,879.0718796000001,879.0718796000001,879.5737094666677,880.6237394,884.8404181999995,884.8416897999996,884.8416897999996,884.8416897999996,884.8570848666661,885.8604102999998,888.0738086000001,888.0571947000008,,,,,,,,,,,,,,,,,,,,,,,,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
gesture,images/hand.png,go,"me",videos/you_clip.mp4,audios/me.wav,hand_wrist,incongruent,0,0,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1186.9560941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,888.0598246999998,888.0738086000001,888.0738086000001,1186.7759022999999,space,298.6924438999995,None,1186.9542457000007,1186.9560941,1188.7752445000006,1188.7752445000006,1189.776116000001,1189.776116000001,1190.2759657666668,1191.3258320999994,1192.8824504000004,1192.8920240999996,1195.2757624999995,1195.2757624999995,1195.275743866667,1196.2764951000008,1198.9572996000006,1198.7592148999993,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech,images/speak.png,go,"falling",videos/rising_clip.mp4,audios/falling.wav,arm,incongruent,1,1,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,1198.9572996000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1198.9561138999998,1198.9572996000006,1200.7757880999998,1200.7757880999998,1201.7760295000007,1201.7760295000007,1202.2753570666666,1203.3426302999997,1204.6848300000001,1204.7758219999996,1207.2758539000006,1207.2758539000006,1207.2758541666665,1208.2758443000002,1210.9376114999995,1210.7593099000005,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech,images/speak.png,go,"you",videos/you_clip.mp4,audios/you.wav,hand_wrist,congruent,2,2,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,1210.9376114999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1210.9364869,1210.9376114999995,1212.7759084000008,1212.7759084000008,1213.7756613000001,1213.7756613000001,1214.2759362666677,1215.3427157999995,1216.8895838999997,1216.8920603999995,1219.2754034000009,1219.2754034000009,1219.2758847666666,1220.276985300001,1223.0638135000008,1222.759345800001,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech_gesture,images/speak_gesture1.png,go,"rising",videos/rising_clip.mp4,audios/rising.wav,arm,congruent,3,3,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,1223.0638135000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7417218543046356,,,,,,,,,,,,,,,,,,,,,,,,1223.0608706000003,1223.0638135000008,1224.7759053000009,1224.7759053000009,1225.7756515,1225.7756515,1226.2754552666668,1227.3426295000008,1228.6600610000005,1228.7759888,1231.2759554000004,1231.2759554000004,1231.2759739666674,1232.2754728,1234.943830100001,1234.7593969000009,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
gesture,images/hand.png,nogo,"you",videos/you_clip.mp4,audios/you.wav,hand_wrist,congruent,4,4,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,1234.943830100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1234.942560200001,1234.943830100001,1236.7760087999995,1236.7760087999995,1237.7763068000004,1237.7763068000004,1238.2755123666668,1239.3426899999995,1240.8865736999996,1240.8921905999996,1243.2760503999998,1243.2760503999998,1243.2760297666666,1244.2755340000003,1246.942960100001,1246.7595394,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
gesture,images/hand.png,go,"you",videos/you_clip.mp4,audios/you.wav,hand_wrist,congruent,5,5,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,1246.942960100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1246.9417959000002,1246.942960100001,1248.7762167,1248.7762167,1249.7763598000001,1249.7763598000001,1250.2760846666663,1251.3427484000003,1252.9321032999997,1252.9422452,1255.2760872,1255.2760872,1255.2760525666674,1256.2756599000004,1258.9299962999994,1258.759592800001,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech,images/speak.png,go,"you",videos/me_clip.mp4,audios/you.wav,hand_wrist,incongruent,6,6,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,1258.9299962999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1258.9286451000007,1258.9299962999994,1260.7761050000008,1260.7761050000008,1261.7762160000002,1261.7762160000002,1262.275615466666,1263.3429417999996,1267.8768411,1267.8768411,1267.8924903999996,1267.8924903999996,1267.8935077666667,1268.8953378999995,1270.9353890000002,1270.7596106,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech,images/speak.png,go,"falling",videos/falling_clip.mp4,audios/falling.wav,arm,congruent,7,7,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,1270.9353890000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1270.9340766000005,1270.9353890000002,1272.776155900001,1272.776155900001,1273.7765381999998,1273.7765381999998,1274.2761538666675,1275.3423444,1276.9073425999995,1276.9073425999995,1279.2756924999994,1279.2756924999994,1279.2762104666674,1280.276262200001,1282.933755,1282.7596525000008,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech_gesture,images/speak_gesture1.png,go,"rising",videos/falling_clip.mp4,audios/rising.wav,arm,incongruent,8,8,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,1282.933755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7417218543046356,,,,,,,,,,,,,,,,,,,,,,,,1282.9322183000004,1282.933755,1284.7764716000001,1284.7764716000001,1285.776715,1285.776715,1286.2764194666672,1287.3424116999995,1288.8896860000004,1288.8896860000004,1291.276460000001,1291.276460000001,1291.276272766667,1292.2763601000006,1294.9885493000002,1294.7597592000002,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech,images/speak.png,go,"you",videos/me_clip.mp4,audios/you.wav,hand_wrist,incongruent,9,9,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,1294.9885493000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1294.987312700001,1294.9885493000002,1296.7771021000008,1296.7771021000008,1297.7766486,1297.7766486,1298.2758813666662,1299.3431263000002,1305.5929369999994,1305.5929369999994,1305.6088724,1305.6088724,1305.609603666666,1306.6131652000004,1306.9384455,1306.7597260000002,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
gesture,images/hand.png,go,"me",videos/me_clip.mp4,audios/me.wav,hand_wrist,congruent,10,10,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,1306.9384455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1306.937298500001,1306.9384455,1308.7764033000003,1308.7764033000003,1309.7767198000001,1309.7767198000001,1310.276618666667,1311.3262900000009,1312.9118397000002,1312.9118397000002,1315.2764444000004,1315.2764444000004,1315.2763875666662,1316.2759244999997,1318.9798943000005,1318.7597932000008,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech_gesture,images/speak_gesture1.png,go,"falling",videos/rising_clip.mp4,audios/falling.wav,arm,incongruent,11,11,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,1318.9798943000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7417218543046356,,,,,,,,,,,,,,,,,,,,,,,,1318.9783143999994,1318.9798943000005,1320.776372800001,1320.776372800001,1321.7766453999993,1321.7766453999993,1322.275987766667,1323.3430910000006,1324.7378824999996,1324.7758938999996,1327.2764461999996,1327.2764461999996,1327.2763828666668,1328.276399100001,1330.9582025,1330.7598818000006,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech_gesture,images/speak_gesture1.png,nogo,"rising",videos/falling_clip.mp4,audios/rising.wav,arm,incongruent,12,12,0,,,,space,298.6924438999995,None,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,1330.9582025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7417218543046356,,,,,,,,,,,,,,,,,,,,,,,,1330.9568636000004,1330.9582025,1332.776480800001,1332.776480800001,1333.7762480000001,1333.7762480000001,1334.2765955666675,1335.3431574000006,1339.5506396,1339.5506396,1339.5594328999996,1339.5594328999996,1339.5673062666667,1340.5759242999993,,1342.759990300001,BCI02,001,2025-12-12_12h42.57.795,exp_cospeech_congruency,,2025.1.1,60.03993856698204,2025-12-12 12h43.06.338691 -0600,
speech,images/speak.png,go,"rising",videos/rising_clip.mp4,audios/rising.wav,arm,congruent,13,13,0,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
