instructionType,instructionSymbol,action,stimText,stimVideo,stimAudio,movement,congruency,thisN,thisTrialN,thisRepN,keyBlockResponseTraining.keys,keyBlockResponseTraining.rt,keyBlockResponseTraining.duration,keyBlockResponse.keys,keyBlockResponse.rt,keyBlockResponse.duration,trialsTraining.thisRepN,trialsTraining.thisTrialN,trialsTraining.thisN,trialsTraining.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialsLoop.thisRepN,trialsLoop.thisTrialN,trialsLoop.thisN,trialsLoop.thisIndex,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,oneThirdLoop.thisRepN,oneThirdLoop.thisTrialN,oneThirdLoop.thisN,oneThirdLoop.thisIndex,twoThirdsLoop.thisRepN,twoThirdsLoop.thisTrialN,twoThirdsLoop.thisN,twoThirdsLoop.thisIndex,thisRow.t,notes,welcomeScreen.started,textWelcome.started,keyWelcomeResponse.started,welcomeScreen.stopped,keyWelcomeResponse.keys,keyWelcomeResponse.rt,keyWelcomeResponse.duration,explanationScreen.started,textExplanation.started,keyEplanation.started,explanationScreen.stopped,keyEplanation.keys,keyEplanation.rt,keyEplanation.duration,explInstructSpeak.started,image.started,textInstructSpeak.started,keyInstructSpeak_continue.started,textInstructSpeak_continue.started,explInstructSpeak.stopped,keyInstructSpeak_continue.keys,keyInstructSpeak_continue.rt,keyInstructSpeak_continue.duration,explInstructHand.started,textInstructHand.started,imageInstructHand.started,keyInstructHand.started,textInstructHand_continue.started,explInstructHand.stopped,keyInstructHand.keys,keyInstructHand.rt,keyInstructHand.duration,explInstructBoth.started,imageInstructBoth.started,textInstructBoth.started,keyResponseInstructBoth.started,textInstructBoth_continue.started,explInstructBoth.stopped,keyResponseInstructBoth.keys,keyResponseInstructBoth.rt,keyResponseInstructBoth.duration,blockTraining.started,textBlockTraining.started,keyBlockResponseTraining.started,blockTraining.stopped,trialsTraining.keyBlockResponseTraining.keys,trialsTraining.keyBlockResponseTraining.rt,trialsTraining.keyBlockResponseTraining.duration,image_aspect,trialTraining.started,iti_Training.started,iti_Training.stopped,textStart_Training.started,textStart_Training.stopped,movieGesture_Training.started,audioStim_Training.started,audioStim_Training.stopped,movieGesture_Training.stopped,instructionImage_Training.started,instructionImage_Training.stopped,actionCue_Training.started,audioGoCue_Training.started,audioGoCue_Training.stopped,actionCue_Training.stopped,trialTraining.stopped,blockStart.started,textBlockStart.started,keyBlockResponse.started,blockStart.stopped,blockLoop.keyBlockResponse.keys,blockLoop.keyBlockResponse.rt,blockLoop.keyBlockResponse.duration,trial.started,iti.started,iti.stopped,textStart.started,textStart.stopped,movieGesture.started,audioStimuli.started,audioStimuli.stopped,movieGesture.stopped,instructionImage.started,instructionImage.stopped,actionCue.started,audioGoCue.started,audioGoCue.stopped,actionCue.stopped,trial.stopped,breakOnethird.started,textOneThird.started,textOneThird.stopped,breakOnethird.stopped,breakTwothirds.started,textTwothirds.started,textTwothirds.stopped,breakTwothirds.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021978415999910794,0.04146599999512546,0.04146599999512546,1.7846414579980774,space,1.397460249994765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7846811249910388,1.8018365829921095,1.8018365829921095,2.2967911250016186,space,0.4930597909988137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.296871332990122,2.32283679099055,2.32283679099055,2.32283679099055,2.32283679099055,2.637371915989206,space,0.31209270800172817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6374130829935893,2.6451000410015695,2.6451000410015695,2.6451000410015695,2.6451000410015695,2.9380468749877764,space,0.28411262499867007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.938990915994509,2.9475934579968452,2.9475934579968452,2.9475934579968452,2.9475934579968452,3.246626832988113,space,0.29140029101108667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech_gesture,images/speak_gesture1.png,go,"falling",videos/rising_clip.mp4,audios/falling.wav,arm,incongruent,0,0,0,space,0.43507074999797624,None,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.2672210829914548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2602714160020696,3.2672210829914548,3.2672210829914548,3.7094382499926724,space,0.43507074999797624,None,2.7417218543046356,5.251025958001264,5.29717508298927,5.700085582997417,5.700085582997417,6.719362624993664,6.719362624993664,7.209015624659757,8.27083962499455,9.543879249991733,9.706129707992659,12.211711290990934,12.211711290990934,12.21979612466045,13.21731604100205,15.70988199999556,15.703364832996158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech_gesture,images/speak_gesture1.png,go,"rising",videos/rising_clip.mp4,audios/rising.wav,arm,congruent,1,1,0,space,0.9971087490121135,None,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,15.70988199999556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.704180290995282,15.70988199999556,15.70988199999556,16.70823274999566,space,0.9971087490121135,None,2.7417218543046356,16.88997199998994,16.898411040994688,18.69830845799879,18.69830845799879,19.7041780409927,19.7041780409927,20.20812816666536,21.26947183298762,22.54369062499609,22.705789540996193,25.199197333000484,25.199197333000484,25.20794112465616,26.208573915995657,28.704878207994625,28.699038416001713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,go,"falling",videos/rising_clip.mp4,audios/falling.wav,arm,incongruent,2,2,0,space,0.5799788330041338,None,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,28.704878207994625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.699654832991655,28.704878207994625,28.704878207994625,29.29284845798975,space,0.5799788330041338,None,1.0,29.47445104099461,29.48238545798813,31.28352395800175,31.28352395800175,32.28789691599377,32.28789691599377,32.80004158265753,33.861777749989415,35.11505591600144,35.29229470799328,37.789351540995995,37.789351540995995,37.799189082656326,38.79308087499521,41.28967249998823,41.279074124991894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech,images/speak.png,go,"you",videos/you_clip.mp4,audios/you.wav,hand_wrist,congruent,3,3,0,space,0.45903050000197254,None,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,41.28967249998823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.27923941599147,41.28967249998823,41.28967249998823,41.75831945799291,space,0.45903050000197254,None,1.0,41.90355683300004,41.90990449998935,43.75510229099018,43.75510229099018,44.74932983299368,44.74932983299368,45.262347416665094,46.32423304099939,47.8603907910001,47.86470616600127,50.25711512500129,50.25711512500129,50.26707641665804,51.270567415995174,53.75662095799635,53.75109174998943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,nogo,"you",videos/you_clip.mp4,audios/you.wav,hand_wrist,congruent,4,4,0,space,0.5511856660014018,None,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,53.75662095799635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.75160687499738,53.75662095799635,53.75662095799635,54.3179514999938,space,0.5511856660014018,None,1.0,54.456932374989265,54.463043290990754,56.308497874997556,56.308497874997556,57.314938874988,57.314938874988,57.820270416665394,58.88108837499749,60.41962308299844,60.42391020798823,62.81209066598967,62.81209066598967,62.82069295765929,63.81473724999523,66.31571999999869,66.30980916599219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech_gesture,images/speak_gesture1.png,go,"rising",videos/falling_clip.mp4,audios/rising.wav,arm,incongruent,5,5,0,space,0.5713620409951545,None,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,66.31571999999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.31027750000067,66.31571999999869,66.31571999999869,66.89358537500084,space,0.5713620409951545,None,2.7417218543046356,67.02565933299775,67.03619845799403,68.8868563750002,68.8868563750002,69.88989070800017,69.88989070800017,70.3958242916599,71.45686616600142,72.9906055409956,72.9906055409956,75.39955999999074,75.39955999999074,75.40747320765901,76.40233837498818,78.88605691598787,78.8801850000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,go,"rising",videos/falling_clip.mp4,audios/rising.wav,arm,incongruent,6,6,0,space,0.5510833330044989,None,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,78.88605691598787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.88071958300134,78.88605691598787,78.88605691598787,79.44408045799355,space,0.5510833330044989,None,1.0,79.5747932910017,79.58291587499843,81.44356949999928,81.44356949999928,82.44329850000213,82.44329850000213,82.9500181666556,84.0116635000013,85.5311021249945,85.5311021249945,87.93702054099413,87.93702054099413,87.945658249668,88.94772279099561,91.44399362499826,91.43807662499603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,go,"you",videos/me_clip.mp4,audios/you.wav,hand_wrist,incongruent,7,7,0,space,1.4018030409934,None,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,91.44399362499826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.43876445799833,91.44399362499826,91.44399362499826,92.85623574999045,space,1.4018030409934,None,1.0,93.01004629099043,93.01621470799728,94.85037241599639,94.85037241599639,95.85300770799222,95.85300770799222,96.35908383266748,97.42533691599965,98.9905550830008,98.9905550830008,101.3529821659904,101.3529821659904,101.36248699966042,102.36757308300002,104.84949774999404,104.84388058299373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech_gesture,images/speak_gesture1.png,nogo,"rising",videos/rising_clip.mp4,audios/rising.wav,arm,congruent,8,8,0,space,1.3129066249966854,None,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,104.84949774999404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8442192079965,104.84949774999404,104.84949774999404,106.17154825000034,space,1.3129066249966854,None,2.7417218543046356,106.3452088329941,106.35137012499035,108.17069970798912,108.17069970798912,109.17447970798821,109.17447970798821,109.67505245766758,110.7364094999939,112.02669687499292,112.16881279100198,114.66703912499361,114.66703912499361,114.67583224966462,115.67194424998888,118.16566954099108,118.15434033299971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech,images/speak.png,go,"falling",videos/falling_clip.mp4,audios/falling.wav,arm,congruent,9,9,0,space,1.2029618330125231,None,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,118.16566954099108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.15449316598824,118.16566954099108,118.16566954099108,119.37691137498769,space,1.2029618330125231,None,1.0,119.48188358299376,119.48963012499735,121.37414733300102,121.37414733300102,122.37386916599644,122.37386916599644,122.87931020766361,123.94060770799115,125.48253291599394,125.48253291599394,127.87014783298946,127.87014783298946,127.87844508266814,128.8731439159892,131.3690739159938,131.3629363749933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,go,"me",videos/me_clip.mp4,audios/me.wav,hand_wrist,congruent,10,10,0,space,0.9397380000009434,None,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,131.3690739159938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.36353099999542,131.3690739159938,131.3690739159938,132.31394737499068,space,0.9397380000009434,None,1.0,132.47568954099552,132.48397687499528,134.30605429099523,134.30605429099523,135.3084424159897,135.3084424159897,135.8202990416651,136.8639269159903,138.4422584999993,138.4422584999993,140.80779162498948,140.80779162498948,140.81674879165465,141.81073937499605,144.30319587499253,144.2974860409886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,go,"falling",videos/falling_clip.mp4,audios/falling.wav,arm,congruent,11,11,0,space,2.9009473330079345,None,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,144.30319587499253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.29786312500073,144.30319587499253,144.30319587499253,147.20963124999253,space,2.9009473330079345,None,1.0,147.33990900000208,147.34802054100146,149.20341629099858,149.20341629099858,150.21007704098884,150.21007704098884,150.7126357916607,151.7741509579937,153.31566158299393,153.31566158299393,155.70165316599014,155.70165316599014,155.71096299965964,156.70920374999696,159.19925116599188,159.19292449999193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,go,"me",videos/you_clip.mp4,audios/me.wav,hand_wrist,incongruent,12,12,0,space,3.4467254570045043,None,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,159.19925116599188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1937705409946,159.19925116599188,159.19925116599188,162.65744279099454,space,3.4467254570045043,None,1.0,162.83333129099628,162.844091166,164.65008024999406,164.65008024999406,165.65793866600143,165.65793866600143,166.1587856246663,167.20048574999964,168.75065716599056,168.75526658300078,171.1513906249893,171.1513906249893,171.15844516666064,172.15550720799365,174.65728066599695,174.6517136249895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech_gesture,images/speak_gesture1.png,go,"you",videos/you_clip.mp4,audios/you.wav,hand_wrist,congruent,13,13,0,space,0.7507155409984989,None,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,174.65728066599695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.65220074998797,174.65728066599695,174.65728066599695,175.41793029099063,space,0.7507155409984989,None,2.7417218543046356,175.58724558299582,175.59558316599578,177.41283895800007,177.41283895800007,178.41489245799312,178.41489245799312,178.9210734166593,179.9828819999966,181.51567658298882,181.5194322909956,183.90790745799313,183.90790745799313,183.91779324965708,184.91250149998814,187.4101864159893,187.40386149998812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech,images/speak.png,go,"me",videos/me_clip.mp4,audios/me.wav,hand_wrist,congruent,14,14,0,space,0.84482487400237,None,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,187.4101864159893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.40434570799698,187.4101864159893,187.4101864159893,188.26416304099257,space,0.84482487400237,None,1.0,188.42757274999167,188.43375854099577,190.26047916599782,190.26047916599782,191.25883458300086,191.25883458300086,191.76713624966604,192.80983233299048,194.39664974999323,194.39664974999323,196.75583012499555,196.75583012499555,196.7643600826598,197.76004166599887,200.2608637910016,200.25022279100085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech,images/speak.png,go,"me",videos/you_clip.mp4,audios/me.wav,hand_wrist,incongruent,15,15,0,space,0.8933616659924155,None,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,200.2608637910016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.2506119999889,200.2608637910016,200.2608637910016,201.16228320798837,space,0.8933616659924155,None,1.0,201.3415272909915,201.35344841599,203.15362533299776,203.15362533299776,204.15914612499182,204.15914612499182,204.66273012466652,205.70466016599676,207.27301845799957,207.2764829999942,209.65309962499305,209.65309962499305,209.66400845766864,210.6627136659954,213.15762112499215,213.1532608330017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech_gesture,images/speak_gesture1.png,go,"you",videos/me_clip.mp4,audios/you.wav,hand_wrist,incongruent,16,16,0,space,0.9512782079982571,None,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,213.15762112499215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.15341587500006,213.15762112499215,213.15762112499215,214.1165042079956,space,0.9512782079982571,None,2.7417218543046356,214.30029279099836,214.30849483299244,216.1069107499934,216.1069107499934,217.11702604099992,217.11702604099992,217.61699174966296,218.67820674998802,220.2616089160001,220.2616089160001,222.61867845799134,222.61867845799134,222.62813954166293,223.62475983299373,226.10665870799858,226.10082641599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,go,"rising",videos/rising_clip.mp4,audios/rising.wav,arm,congruent,17,17,0,space,2.708958666000399,None,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,226.10665870799858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.10180862499692,226.10665870799858,226.10665870799858,228.82660204099375,space,2.708958666000399,None,1.0,229.00844945799327,229.0172328329936,230.81772329099476,230.81772329099476,231.82840233299066,231.82840233299066,232.32948312466422,233.39291037499788,234.66755266599648,234.8268824580009,237.3191360829951,237.3191360829951,237.3315482916553,238.32657299999846,240.84545091599284,240.814356916002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech,images/speak.png,go,"rising",videos/rising_clip.mp4,audios/rising.wav,arm,congruent,0,0,0,,,,space,11.732553291003569,None,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,252.795919665994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,240.84085916599724,240.84545091599284,240.84545091599284,252.5845752079913,space,11.732553291003569,None,252.78884475000086,252.795919665994,254.58383687499736,254.58383687499736,255.57911837499705,255.57911837499705,256.08433608265864,257.150075832993,258.42639387499366,258.5735789159953,261.0853619159898,261.0853619159898,261.0934976246683,262.0898058749881,264.7588244579965,264.577856332995,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech,images/speak.png,go,"rising",videos/falling_clip.mp4,audios/rising.wav,arm,incongruent,1,1,0,,,,space,11.732553291003569,None,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,264.7588244579965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,264.7531083329959,264.7588244579965,266.5790641659987,266.5790641659987,267.58825870799774,267.58825870799774,268.089376374661,269.1546965000016,270.6799757909903,270.6799757909903,273.07916545799526,273.07916545799526,273.0913063326627,274.0875482909905,276.73923754099815,276.5678417500021,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech,images/speak.png,go,"me",videos/me_clip.mp4,audios/me.wav,hand_wrist,congruent,2,2,0,,,,space,11.732553291003569,None,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,276.73923754099815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,276.733674957999,276.73923754099815,278.5763182499941,278.5763182499941,279.584147415997,279.584147415997,280.09239704166635,281.1338662079943,282.71166766599345,282.71166766599345,285.0850585829903,285.0850585829903,285.09387795765747,286.09760216598806,288.758233207991,288.56845062499633,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech,images/speak.png,go,"rising",videos/rising_clip.mp4,audios/rising.wav,arm,congruent,3,3,0,,,,space,11.732553291003569,None,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,288.758233207991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,288.752617457998,288.758233207991,290.57873012499476,290.57873012499476,291.582464082996,291.582464082996,292.0879501246566,293.14995695799007,294.4248700409953,294.5770104999974,297.0876119159948,297.0876119159948,297.0956362916661,298.0881312499987,300.76611158299784,300.57871099999466,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech_gesture,images/speak_gesture1.png,go,"falling",videos/falling_clip.mp4,audios/falling.wav,arm,congruent,4,4,0,,,,space,11.732553291003569,None,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,300.76611158299784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7417218543046356,,,,,,,,,,,,,,,,,,,,,,,,300.76045620799414,300.76611158299784,302.57404991600197,302.57404991600197,303.5799135409907,303.5799135409907,304.08753429165904,305.15063812499284,306.69704637498944,306.69704637498944,309.07753891599714,309.07753891599714,309.08446233265954,310.07691870800045,312.76007824999397,312.5701408749883,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,go,"falling",videos/rising_clip.mp4,audios/falling.wav,arm,incongruent,5,5,0,,,,space,11.732553291003569,None,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,312.76007824999397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,312.754436874995,312.76007824999397,314.5844610829954,314.5844610829954,315.5791229579918,315.5791229579918,316.0919950416612,317.1534468329919,318.42832354099664,318.57333699999435,321.0734259579913,321.0734259579913,321.0855958746581,322.0803141659999,324.7608234999934,324.57286120799836,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,nogo,"me",videos/me_clip.mp4,audios/me.wav,hand_wrist,congruent,6,6,0,,,,space,11.732553291003569,None,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,324.7608234999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,324.75528308299545,324.7608234999934,326.57896541598893,326.57896541598893,327.57557891598844,327.57557891598844,328.08805816666086,329.1460817909974,330.72436154099705,330.72436154099705,333.0877122499951,333.0877122499951,333.095416582659,334.0912948329933,336.7845409579895,336.5711435830017,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
speech_gesture,images/speak_gesture1.png,go,"rising",videos/rising_clip.mp4,audios/rising.wav,arm,congruent,7,7,0,,,,space,11.732553291003569,None,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,336.7845409579895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7417218543046356,,,,,,,,,,,,,,,,,,,,,,,,336.7788448749925,336.7845409579895,338.5845791659958,338.5845791659958,339.584286665995,339.584286665995,340.09206541665867,341.1533765829954,342.42444099999557,342.5835118749965,345.0800619579968,345.0800619579968,345.0897639576617,346.08536012499826,348.741077499988,348.5685103750002,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
gesture,images/hand.png,go,"me",videos/you_clip.mp4,audios/me.wav,hand_wrist,incongruent,8,8,0,,,,space,11.732553291003569,None,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,348.741077499988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,348.7355867909937,348.741077499988,350.5748212499893,350.5748212499893,351.5888461249997,351.5888461249997,352.0903797076646,353.1303395829891,354.69858124999155,354.702189040996,357.0769733749912,357.0769733749912,357.08556366665675,358.0862924159883,360.70093449999695,360.5675649999903,,,,,,,,,245562,001,2025-12-23_22h49.14.425,exp_cospeech_congruency,,2025.1.1,None,2025-12-23 22h49.20.370158 +0100,
