thisN,thisTrialN,thisRepN,instructionType,instructionSymbol,action,stimText,stimAudio,stimVideo,movement,keyBlockResponse.keys,keyBlockResponse.rt,keyBlockResponse.duration,trainingTrials_block.thisRepN,trainingTrials_block.thisTrialN,trainingTrials_block.thisN,trainingTrials_block.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialsLoop.thisRepN,trialsLoop.thisTrialN,trialsLoop.thisN,trialsLoop.thisIndex,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,halfTimeLoop.thisRepN,halfTimeLoop.thisTrialN,halfTimeLoop.thisN,halfTimeLoop.thisIndex,thisRow.t,notes,welcomeScreen.started,textWelcome.started,keyWelcome.started,welcomeScreen.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,explanationScreen.started,textExplanation.started,keyExplanationResponse.started,explanationScreen.stopped,keyExplanationResponse.keys,keyExplanationResponse.rt,keyExplanationResponse.duration,expInstructSpeak.started,textInstructSpeak.started,imageSpeak.started,textInstructSpeak_continue.started,keyInstructSpeak_continue.started,expInstructSpeak.stopped,keyInstructSpeak_continue.keys,keyInstructSpeak_continue.rt,keyInstructSpeak_continue.duration,expInstructHand.started,textInstructHand.started,keyInstructHand_continue.started,textInstructHand_continue.started,imageInstructHand.started,expInstructHand.stopped,keyInstructHand_continue.keys,keyInstructHand_continue.rt,keyInstructHand_continue.duration,expInstructBoth.started,textInstructBoth.started,imageInstructBoth.started,keyresponseInstructBoth.started,textInstructBoth_continue.started,expInstructBoth.stopped,keyresponseInstructBoth.keys,keyresponseInstructBoth.rt,keyresponseInstructBoth.duration,blockTrials.started,textBlockOne.started,keyBlockResponse.started,blockTrials.stopped,blockLoop.keyBlockResponse.keys,blockLoop.keyBlockResponse.rt,blockLoop.keyBlockResponse.duration,image_aspect,trials.started,iti.started,iti.stopped,trialStart.started,trialStart.stopped,movieGesture.started,soundStimulus.started,soundStimulus.stopped,movieGesture.stopped,instructionImage.started,instructionImage.stopped,actionCue.started,audioGoCue.started,audioGoCue.stopped,actionCue.stopped,trials.stopped,halfTime.started,textHalfTime.started,halfTime.stopped,goodbyeScreen.started,textGoodbye.started,goodbyeScreen.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555540000023029,0.057313499999963824,0.057313499999963824,39.17815849999988,space,39.10872999999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.17819039999995,39.19269519999989,39.19269519999989,69.97647710000001,space,30.770109100000354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.97650460000023,69.99291140000014,69.99291140000014,69.99291140000014,69.99291140000014,74.87636770000017,space,4.866882900000292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.87639459999991,74.89293839999982,74.89293839999982,74.89293839999982,74.89293839999982,77.00979920000009,space,2.1116187000002355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.01014410000016,77.02625480000006,77.02625480000006,77.02625480000006,77.02625480000006,84.75987600000008,space,7.733341699999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
0,0,0,gesture,images/hand.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,0,0,0,,,,,,,,,240.1688677000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.77368119999983,84.77624980000019,84.77624980000019,239.99402800000007,space,155.21646820000024,None,1.0,240.1671311,240.1688677000002,241.99399630000016,241.99399630000016,242.99408670000003,242.99408670000003,243.49383616666663,245.2938250000002,246.09539790000008,246.09539790000008,248.49388230000022,248.49388230000022,248.49385956666654,249.49387019999995,251.2771972999999,250.97734750000018,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
1,1,0,speech_gesture,images/speak_gesture.png,go,"peace",audios/peace.wav,videos/peace_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,1,1,1,,,,,,,,,251.2771972999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,251.2747402,251.2771972999999,252.99390410000024,252.99390410000024,253.99427400000013,253.99427400000013,254.49392706666666,255.8607710000001,257.0952510000002,257.0952510000002,259.49403310000025,259.49403310000025,259.4939369666665,260.49390790000007,262.26095350000014,261.9773921000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
2,2,0,speech_no,images/speak.png,nogo,"peace",audios/peace.wav,videos/peace_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,2,2,2,,,,,,,,,262.26095350000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,262.25972219999994,262.26095350000014,263.9939611,263.9939611,264.99425440000005,264.99425440000005,265.49399026666674,266.86062390000006,268.09174710000025,268.09174710000025,270.49403040000016,270.49403040000016,270.4940088666665,271.49706000000015,273.2497527999999,272.9775537999999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
3,3,0,gesture,images/hand.png,go,"good luck",audios/goodluck2.wav,videos/goodluck_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,3,3,3,,,,,,,,,273.2497527999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,273.2486786999998,273.2497527999999,274.99399829999993,274.99399829999993,275.99425930000007,275.99425930000007,276.49401276666663,277.9773212,279.09608049999997,279.09608049999997,281.4940652999999,281.4940652999999,281.49407916666655,282.4941481999999,284.2566270000002,283.9775631000002,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
4,4,0,speech_gesture,images/speak_gesture.png,go,"peace",audios/peace.wav,videos/peace_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,4,4,4,,,,,,,,,284.2566270000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,284.2520333000002,284.2566270000002,285.99422890000005,285.99422890000005,286.99438020000025,286.99438020000025,287.49423066666645,288.87742609999987,290.1152255000002,290.1152255000002,292.49412540000003,292.49412540000003,292.49414316666684,293.4971467999999,295.2562971000002,294.9775346000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
5,5,0,speech_gesture,images/speak_gesture.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,5,5,5,,,,,,,,,295.2562971000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,295.2549103000001,295.2562971000002,296.9944405000001,296.9944405000001,297.99479199999996,297.99479199999996,298.4944943666667,300.1944914999999,301.10310519999985,301.10310519999985,303.4946528999999,303.4946528999999,303.49453326666685,304.49457399999983,306.25380499999983,305.9807329,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
6,6,0,speech,images/speak.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,6,6,6,,,,,,,,,306.25380499999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,306.25241749999986,306.25380499999983,307.99452710000014,307.99452710000014,308.9943404999999,308.9943404999999,309.4941980666665,311.29404840000007,312.1030372,312.1030372,314.49461740000015,314.49461740000015,314.49455656666646,315.49462159999985,317.25717250000025,316.9781581000002,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
7,7,0,speech_gesture,images/speak_gesture.png,go,"OK",audios/OK.wav,videos/ok_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,7,7,7,,,,,,,,,317.25717250000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,317.2555514999999,317.25717250000025,318.9946009999999,318.9946009999999,319.99436719999994,319.99436719999994,320.4942649666666,321.71078990000024,323.1000687999999,323.1000687999999,325.4946553,325.4946553,325.4941610666667,326.49470900000006,328.2448929000002,327.98161900000014,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
8,8,0,speech_gesture,images/speak_gesture.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,155.21646820000024,None,,,,,0,0,0,0,0,8,8,8,,,,,,,,,328.2448929000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,328.24060199999985,328.2448929000002,329.9948094000001,329.9948094000001,330.9944749000001,330.9944749000001,331.49416216666646,333.4948588000002,334.09107129999984,334.09107129999984,336.49468780000007,336.49468780000007,336.4946783666667,337.4946596,339.28778109999985,338.9781803000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
9,9,0,speech_gesture,images/speak_gesture.png,go,"cutting",audios/cutting.wav,videos/cutting_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,9,9,9,,,,,,,,,339.28778109999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,339.2864559999998,339.28778109999985,340.9947022000001,340.9947022000001,341.99444619999986,341.99444619999986,342.4949244666666,344.22756329999993,345.1108276,345.1108276,347.49422540000023,347.49422540000023,347.49476086666687,348.49816740000006,350.2454289000002,349.9777545000002,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
10,10,0,speech,images/speak.png,go,"sweeping",audios/sweeping.wav,videos/sweeping_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,10,10,10,,,,,,,,,350.2454289000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,350.2442500000002,350.2454289000002,351.9947649999999,351.9947649999999,352.99447280000004,352.99447280000004,353.4943126666665,355.29426969999986,356.09651889999986,356.09651889999986,358.4943112000001,358.4943112000001,358.49481826666647,359.4948322,361.2308191000002,360.98076889999993,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
11,11,0,speech,images/speak.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,11,11,11,,,,,,,,,361.2308191000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,361.2282958999999,361.2308191000002,362.9943524,362.9943524,363.99467270000014,363.99467270000014,364.49503236666646,366.2948086000001,367.1157521,367.1157521,369.49486290000004,369.49486290000004,369.4948882666665,370.4948806000002,372.2662934,371.9808987000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
12,12,0,speech_gesture,images/speak_gesture.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,155.21646820000024,None,,,,,0,0,0,0,0,12,12,12,,,,,,,,,372.2662934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,372.26469540000016,372.2662934,373.9943512,373.9943512,374.9946199000001,374.9946199000001,375.49498186666665,377.3284349999999,378.1068240999998,378.1068240999998,380.4949181000002,380.4949181000002,380.4950062666669,381.49935099999993,383.2175901999999,382.9785213,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
13,13,0,speech_gesture,images/speak_gesture.png,go,"good luck",audios/goodluck2.wav,videos/goodluck_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,13,13,13,,,,,,,,,383.2175901999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,383.2165759999998,383.2175901999999,384.9950675,384.9950675,385.9947065000001,385.9947065000001,386.4950826666666,387.9778154999999,389.11298399999987,389.11298399999987,391.49493889999985,391.49493889999985,391.4949860666668,392.49495909999996,394.2207235000001,393.98109650000015,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
14,14,0,speech_gesture,images/speak_gesture.png,go,"cutting",audios/cutting.wav,videos/cutting_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,14,14,14,,,,,,,,,394.2207235000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,394.21684330000016,394.2207235000001,395.9950997000001,395.9950997000001,396.99471570000014,396.99471570000014,397.4945529666668,399.22831750000023,400.1078867000001,400.1078867000001,402.4950027,402.4950027,402.4950356666666,403.49502470000016,405.24573929999997,404.9786156,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
15,15,0,speech_gesture,images/speak_gesture.png,go,"hang loose",audios/hangloose.wav,videos/hangloose_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,15,15,15,,,,,,,,,405.24573929999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,405.2442947999998,405.24573929999997,406.9950893,406.9950893,407.9948115000002,407.9948115000002,408.4951041666666,410.1279005000001,411.0911741,411.0911741,413.4950398000001,413.4950398000001,413.4950806666668,414.4950761,416.2446291000001,415.9785781999999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
16,16,0,speech_gesture,images/speak_gesture.png,go,"OK",audios/OK.wav,videos/ok_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,16,16,16,,,,,,,,,416.2446291000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,416.24324549999983,416.2446291000001,417.9951215000001,417.9951215000001,418.99484740000025,418.99484740000025,419.4951303666669,420.7113159999999,422.1138977999999,422.1138977999999,424.4946767000001,424.4946767000001,424.4951477666666,425.49461340000016,427.2520519999998,426.9786960000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
17,17,0,speech,images/speak.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,17,17,17,,,,,,,,,427.2520519999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,427.2507150000001,427.2520519999998,428.99510199999986,428.99510199999986,429.9948823999998,429.9948823999998,430.49469006666664,432.17803300000014,433.11353640000016,433.11353640000016,435.49472319999995,435.49472319999995,435.4951845666667,436.4952271000002,438.2179756999999,437.9786417999999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
18,18,0,speech_no,images/speak.png,nogo,"good luck",audios/goodluck2.wav,videos/goodluck_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,18,18,18,,,,,,,,,438.2179756999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,438.2168657000002,438.2179756999999,439.99469769999996,439.99469769999996,440.99494989999994,440.99494989999994,441.4952479666665,442.9781011,444.0954935999998,444.0954935999998,446.4952612000002,446.4952612000002,446.49523366666676,447.49526060000017,449.24701860000005,448.97872480000024,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
19,19,0,speech_gesture,images/speak_gesture.png,go,"what",audios/what.wav,videos/what_clip.mp4,wrist,space,155.21646820000024,None,,,,,0,0,0,0,0,19,19,19,,,,,,,,,449.24701860000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,449.24577980000004,449.24701860000005,450.99541279999994,450.99541279999994,451.99501740000005,451.99501740000005,452.4948208666667,453.8453076999999,455.0923237000002,455.0923237000002,457.49544620000006,457.49544620000006,457.4948262666669,458.4947778999999,460.23639319999984,459.9782107000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
20,20,0,speech,images/speak.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,20,20,20,,,,,,,,,460.23639319999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,460.2351165,460.23639319999984,461.9953661999998,461.9953661999998,462.99565459999985,462.99565459999985,463.4948556666666,465.1782140999999,466.1023530000002,466.1023530000002,468.49533969999993,468.49533969999993,468.49549746666685,469.4953872000001,471.2499149,470.97878470000023,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
21,21,0,speech_gesture,images/speak_gesture.png,go,"good luck",audios/goodluck2.wav,videos/goodluck_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,21,21,21,,,,,,,,,471.2499149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,471.2485197000001,471.2499149,472.99554369999987,472.99554369999987,473.99514009999984,473.99514009999984,474.4949331666669,475.9789168000002,477.10275619999993,477.10275619999993,479.4953931,479.4953931,479.49542136666673,480.4955894999998,482.21891989999995,481.97831159999987,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
22,22,0,speech_gesture,images/speak_gesture.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,22,22,22,,,,,,,,,482.21891989999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,482.21752049999986,482.21891989999995,483.99561730000005,483.99561730000005,484.99521920000007,484.99521920000007,485.4950266666667,487.2950457000002,488.10937939999985,488.10937939999985,490.4956000000002,490.4956000000002,490.49547946666667,491.49490860000014,493.1882703000001,492.9790766000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
23,23,0,gesture,images/hand.png,go,"OK",audios/OK.wav,videos/ok_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,23,23,23,,,,,,,,,493.1882703000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,493.1870543,493.1882703000001,494.99550739999995,494.99550739999995,495.9958142999999,495.9958142999999,496.49500866666654,497.71205850000024,499.0855621999999,499.0855621999999,501.49553920000017,501.49553920000017,501.49504666666667,502.49527320000016,504.23907569999983,503.9786733000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
24,24,0,speech_gesture,images/speak_gesture.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,155.21646820000024,None,,,,,0,0,0,0,0,24,24,24,,,,,,,,,504.23907569999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,504.2374448999999,504.23907569999983,505.9950818000002,505.9950818000002,506.99527639999997,506.99527639999997,507.49511166666684,509.49505069999987,510.10107389999985,510.10107389999985,512.4955574,512.4955574,512.4956489666667,513.4957018,515.2434407999999,514.9785109,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
25,25,0,gesture,images/hand.png,go,"sweeping",audios/sweeping.wav,videos/sweeping_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,25,25,25,,,,,,,,,515.2434407999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,515.2422461000001,515.2434407999999,516.9955958,516.9955958,517.9956139999999,517.9956139999999,518.4956685666668,520.2955523,521.0946953000002,521.0946953000002,523.4956261000002,523.4956261000002,523.4956910666667,524.4950623,526.2609228000001,525.9786533000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
26,26,0,speech,images/speak.png,go,"cutting",audios/cutting.wav,videos/cutting_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,26,26,26,,,,,,,,,526.2609228000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,526.2598002,526.2609228000001,527.9956216999999,527.9956216999999,528.9959109000001,528.9959109000001,529.4951585666665,531.2284937,532.0878892999999,532.0878892999999,534.4958236000002,534.4958236000002,534.4957169666666,535.4958381000001,537.2274934000002,536.9816790999998,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
27,27,0,gesture,images/hand.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,155.21646820000024,None,,,,,0,0,0,0,0,27,27,27,,,,,,,,,537.2274934000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,537.2263607999998,537.2274934000002,538.9952217,538.9952217,539.9954430000003,539.9954430000003,540.4952618666669,542.3304896999998,543.0814817,543.0814817,545.4957304999998,545.4957304999998,545.4957750666665,546.4957350999998,548.2001820999999,547.9786715999999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
28,28,0,speech_gesture,images/speak_gesture.png,go,"stop",audios/stop2.wav,videos/stop_clip.mp4,wrist,space,155.21646820000024,None,,,,,0,0,0,0,0,28,28,28,,,,,,,,,548.2001820999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,548.1989057000001,548.2001820999999,549.9952481999999,549.9952481999999,550.9962952999999,550.9962952999999,551.4960092666668,553.0791457,554.0989726000003,554.0989726000003,556.4957981000002,556.4957981000002,556.4953118666665,557.4958099,559.2246848999998,558.9793675999999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
29,29,0,speech_gesture,images/speak_gesture.png,go,"sweeping",audios/sweeping.wav,videos/sweeping_clip.mp4,arm,space,155.21646820000024,None,,,,,0,0,0,0,0,29,29,29,,,,,,,,,559.2246848999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,559.2232807,559.2246848999998,560.9953721000002,560.9953721000002,561.9956175000002,561.9956175000002,562.4953628666665,564.2953719000002,565.1082074000001,565.1082074000001,567.4958452000001,567.4958452000001,567.4960079666669,568.4959555999999,570.2357792000003,569.9793092,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
30,30,0,speech,images/speak.png,go,"peace",audios/peace.wav,videos/peace_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,30,30,30,,,,,,,,,570.2357792000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,570.2345017000002,570.2357792000003,571.9958483,571.9958483,572.9956017999998,572.9956017999998,573.4960510666667,574.8620602000001,576.1023691999999,576.1023691999999,578.4959010000002,578.4959010000002,578.4959218666665,579.4958654000002,581.2260460000002,580.9793564000001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
31,31,0,speech,images/speak.png,go,"hang loose",audios/hangloose.wav,videos/hangloose_clip.mp4,digits,space,155.21646820000024,None,,,,,0,0,0,0,0,31,31,31,,,,,,,,,581.2260460000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,581.2236917999999,581.2260460000002,582.9959337999999,582.9959337999999,583.9956723,583.9956723,584.4954580666665,586.1287717999999,587.1002468000001,587.1002468000001,589.4959769000002,589.4959769000002,589.4959763666668,590.4959613999999,592.2292127999999,591.9830735999999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
