thisN,thisTrialN,thisRepN,instructionType,instructionSymbol,action,stimText,stimAudio,stimVideo,movement,keyBlockResponse.keys,keyBlockResponse.rt,keyBlockResponse.duration,trainingTrials_block.thisRepN,trainingTrials_block.thisTrialN,trainingTrials_block.thisN,trainingTrials_block.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialsLoop.thisRepN,trialsLoop.thisTrialN,trialsLoop.thisN,trialsLoop.thisIndex,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,halfTimeLoop.thisRepN,halfTimeLoop.thisTrialN,halfTimeLoop.thisN,halfTimeLoop.thisIndex,thisRow.t,notes,welcomeScreen.started,textWelcome.started,keyWelcome.started,welcomeScreen.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,explanationScreen.started,textExplanation.started,keyExplanationResponse.started,explanationScreen.stopped,keyExplanationResponse.keys,keyExplanationResponse.rt,keyExplanationResponse.duration,expInstructSpeak.started,textInstructSpeak.started,imageSpeak.started,textInstructSpeak_continue.started,keyInstructSpeak_continue.started,expInstructSpeak.stopped,keyInstructSpeak_continue.keys,keyInstructSpeak_continue.rt,keyInstructSpeak_continue.duration,expInstructHand.started,textInstructHand.started,keyInstructHand_continue.started,textInstructHand_continue.started,imageInstructHand.started,expInstructHand.stopped,keyInstructHand_continue.keys,keyInstructHand_continue.rt,keyInstructHand_continue.duration,expInstructBoth.started,textInstructBoth.started,imageInstructBoth.started,keyresponseInstructBoth.started,textInstructBoth_continue.started,expInstructBoth.stopped,keyresponseInstructBoth.keys,keyresponseInstructBoth.rt,keyresponseInstructBoth.duration,blockTrials.started,textBlockOne.started,keyBlockResponse.started,blockTrials.stopped,blockLoop.keyBlockResponse.keys,blockLoop.keyBlockResponse.rt,blockLoop.keyBlockResponse.duration,image_aspect,trials.started,iti.started,iti.stopped,trialStart.started,trialStart.stopped,movieGesture.started,soundStimulus.started,soundStimulus.stopped,movieGesture.stopped,instructionImage.started,instructionImage.stopped,actionCue.started,audioGoCue.started,audioGoCue.stopped,actionCue.stopped,trials.stopped,halfTime.started,textHalfTime.started,halfTime.stopped,goodbyeScreen.started,textGoodbye.started,goodbyeScreen.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
43,43,0,gesture,images/hand.png,go,"OK",audios/OK.wav,videos/ok_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,43,43,43,,,,,,,,,2402.8692374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2402.8668684000004,2402.8692374,2404.6376959,2404.6376959,2405.6378805000004,2405.6378805000004,2406.137759366667,2407.3543128,2408.7387870000002,2408.7387870000002,2411.138307,2411.138307,2411.1377399666667,2412.1376382999997,2413.8681368999996,2413.6216637999996,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
44,44,0,gesture_no,images/hand.png,nogo,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,44,44,44,,,,,,,,,2413.8681368999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2413.8670236,2413.8681368999996,2415.6377437,2415.6377437,2416.6380236000005,2416.6380236000005,2417.137707066667,2418.8215847,2419.7197130000004,2419.7197130000004,2422.1382383,2422.1382383,2422.1377272666673,2423.1382857999997,2424.8648175,2424.6216750000003,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
45,45,0,speech,images/speak.png,go,"hang loose",audios/hangloose.wav,videos/hangloose_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,45,45,45,,,,,,,,,2424.8648175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2424.86374,2424.8648175,2426.6377893999997,2426.6377893999997,2427.638049,2427.638049,2428.137796866667,2429.7711073,2430.7458686,2430.7458686,2433.1382841000004,2433.1382841000004,2433.1382985666673,2434.1390004000004,2435.8620804,2435.6217151,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
46,46,0,speech,images/speak.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,46,46,46,,,,,,,,,2435.8620804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2435.8597486,2435.8620804,2437.6383871999997,2437.6383871999997,2438.6380519000004,2438.6380519000004,2439.1378347666673,2440.8383552000005,2441.7434037000003,2441.7434037000003,2444.13846,2444.13846,2444.138387866667,2445.1393116,2446.8673076000005,2446.6217605,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
47,47,0,speech,images/speak.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,47,47,47,,,,,,,,,2446.8673076000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2446.8661952,2446.8673076000005,2448.6378643999997,2448.6378643999997,2449.6386769,2449.6386769,2450.137927166667,2451.8217629,2452.7267484000004,2452.7267484000004,2455.1385324000003,2455.1385324000003,2455.138390266667,2456.1385129,2457.8605122,2457.6218712,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
48,48,0,speech_gesture,images/speak_gesture.png,go,"stop",audios/stop2.wav,videos/stop_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,48,48,48,,,,,,,,,2457.8605122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2457.8587795000003,2457.8605122,2459.6384194,2459.6384194,2460.6381859000003,2460.6381859000003,2461.137917266667,2462.7213007,2463.7607434,2463.7607434,2466.1384586000004,2466.1384586000004,2466.1380373666666,2467.1383627000005,2468.8749245999998,2468.6214096000003,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
49,49,0,gesture,images/hand.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,49,49,49,,,,,,,,,2468.8749245999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2468.8720182999996,2468.8749245999998,2470.6386099,2470.6386099,2471.6381756,2471.6381756,2472.1380295666672,2474.1403229,2474.7168646,2474.7168646,2477.1387611,2477.1387611,2477.138048766667,2478.1385889000003,2479.8570695,2479.6221066,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
50,50,0,gesture,images/hand.png,go,"hang loose",audios/hangloose.wav,videos/hangloose_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,50,50,50,,,,,,,,,2479.8570695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2479.855899,2479.8570695,2481.6385265,2481.6385265,2482.6383014000003,2482.6383014000003,2483.1380366666667,2484.7713854000003,2485.7287132,2485.7287132,2488.1385948999996,2488.1385948999996,2488.138095366667,2489.1383064,2490.8684648999997,2490.6215202000003,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
51,51,0,speech,images/speak.png,go,"OK,audios/OK.wav,videos/ok_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,51,51,51,,,,,,,,,2490.8684648999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2490.8673369999997,2490.8684648999997,2492.6386248999997,2492.6386248999997,2493.6390308,2493.6390308,2494.138117066667,2495.3547480999996,2496.7398709,2496.7398709,2499.1387365,2499.1387365,2499.138628066667,2500.1385599000005,2501.8869502,2501.6215869999996,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
52,52,0,speech_gesture,images/speak_gesture.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,52,52,52,,,,,,,,,2501.8869502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2501.8839758000004,2501.8869502,2503.6386257000004,2503.6386257000004,2504.6383879000005,2504.6383879000005,2505.1381276666666,2507.1392661,2507.7478355000003,2507.7478355000003,2510.1387017999996,2510.1387017999996,2510.1381994666667,2511.1382022999996,2512.8822624000004,2512.6221631999997,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
53,53,0,gesture,images/hand.png,go,"OK",audios/OK.wav,videos/ok_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,53,53,53,,,,,,,,,2512.8822624000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2512.8810573,2512.8822624000004,2514.6386844999997,2514.6386844999997,2515.6384746000003,2515.6384746000003,2516.1382058666672,2517.3549124,2518.7165775000003,2518.7165775000003,2521.1387305,2521.1387305,2521.138758866667,2522.1397042999997,2523.8591925,2523.6217704,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
54,54,0,speech_gesture,images/speak_gesture.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,54,54,54,,,,,,,,,2523.8591925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2523.857895,2523.8591925,2525.6387158999996,2525.6387158999996,2526.6384974000002,2526.6384974000002,2527.1382770666673,2528.8220819,2529.7215038000004,2529.7215038000004,2532.1387646000003,2532.1387646000003,2532.138732566667,2533.1400987999996,2534.8807603000005,2534.6217531,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
55,55,0,gesture,images/hand.png,go,"stop",audios/stop2.wav,videos/stop_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,55,55,55,,,,,,,,,2534.8807603000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2534.8778355000004,2534.8807603000005,2536.6383218,2536.6383218,2537.6385280000004,2537.6385280000004,2538.138311066667,2539.7216670999996,2540.7227795999997,2540.7227795999997,2543.138983,2543.138983,2543.1389981666666,2544.1389758000005,2545.8885607,2545.6224166,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
56,56,0,speech,images/speak.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,56,56,56,,,,,,,,,2545.8885607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2545.8873571000004,2545.8885607,2547.6383873000004,2547.6383873000004,2548.6385491,2548.6385491,2549.1384132666667,2551.1403535,2551.7249332,2551.7249332,2554.1389927,2554.1389927,2554.138861666667,2555.1387106,2556.8685756000004,2556.6223748,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
57,57,0,speech,images/speak.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,57,57,57,,,,,,,,,2556.8685756000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2556.8674585,2556.8685756000004,2558.6388773999997,2558.6388773999997,2559.6390473,2559.6390473,2560.1384440666666,2562.1383619,2562.7697854,2562.7697854,2565.1389128,2565.1389128,2565.138903166667,2566.1397125000003,2567.8686128,2567.6226146999998,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
0,0,0,speech_gesture,images/speak_gesture.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,58,58,58,,,,,0,0,0,0,2578.7425870999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2567.8640692,2567.8686128,2569.6389993000003,2569.6389993000003,2570.6387221000005,2570.6387221000005,2571.1384821666666,2572.8218018999996,2573.7341567000003,2573.7341567000003,2576.1389857000004,2576.1389857000004,2576.1389723666666,2577.1389822,2578.7425870999996,2578.6224295,2578.7415213000004,2578.7425870999996,2608.639172,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
58,58,0,speech_gesture,images/speak_gesture.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
59,59,0,speech,images/speak.png,go,"good luck",audios/goodluck2.wav,videos/goodluck_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,59,59,59,,,,,,,,,2608.7708687000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2608.7696816,2608.7708687000004,2610.6391611999998,2610.6391611999998,2611.6388749999996,2611.6388749999996,2612.1386786666667,2613.6224433999996,2614.7377778,2614.7377778,2617.1387157999998,2617.1387157999998,2617.139192566667,2618.1391799000003,2619.8685656999996,2619.6226379,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
60,60,0,speech_gesture,images/speak_gesture.png,go,"what",audios/what.wav,videos/what_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,60,60,60,,,,,,,,,2619.8685656999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2619.8673382999996,2619.8685656999996,2621.638938,2621.638938,2622.6390002,2622.6390002,2623.139322866667,2624.489229,2625.7280756,2625.7280756,2628.1393024,2628.1393024,2628.138953066667,2629.1404117,2630.8755032,2630.6222061999997,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
61,61,0,speech,images/speak.png,go,"sweeping",audios/sweeping.wav,videos/sweeping_clip.mp4,arm,space,394.50854379999964,None,,,,,1,0,1,0,0,61,61,61,,,,,,,,,2630.8755032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2630.8726014000003,2630.8755032,2632.6393703000003,2632.6393703000003,2633.6390223999997,2633.6390223999997,2634.1387733666666,2635.9392534999997,2636.7322381000004,2636.7322381000004,2639.1393002000004,2639.1393002000004,2639.139270566667,2640.1394001999997,2641.8768068,2641.622211,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
62,62,0,gesture,images/hand.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,62,62,62,,,,,,,,,2641.8768068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2641.8756498000002,2641.8768068,2643.6394505,2643.6394505,2644.6397554000005,2644.6397554000005,2645.1388637666673,2646.9721531000005,2647.744603,2647.744603,2650.1393362999997,2650.1393362999997,2650.138964666667,2651.1392681999996,2652.8745719,2652.6223552,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
63,63,0,speech_gesture,images/speak_gesture.png,go,"stop",audios/stop2.wav,videos/stop_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,63,63,63,,,,,,,,,2652.8745719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2652.8729027,2652.8745719,2654.6389113000005,2654.6389113000005,2655.6391163999997,2655.6391163999997,2656.138869466667,2657.722224,2658.7247759,2658.7247759,2661.1395456,2661.1395456,2661.1394221666665,2662.1399527000003,2663.8655588,2663.6228381,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
64,64,0,gesture,images/hand.png,go,"peace",audios/peace.wav,videos/peace_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,64,64,64,,,,,,,,,2663.8655588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2663.8625861,2663.8655588,2665.6391214000005,2665.6391214000005,2666.6391818,2666.6391818,2667.1389497666673,2668.5056025000004,2669.7464536999996,2669.7464536999996,2672.1392437000004,2672.1392437000004,2672.1394695666672,2673.1395843,2674.8817823,2674.6228650000003,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
65,65,0,speech_gesture,images/speak_gesture.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,65,65,65,,,,,,,,,2674.8817823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2674.8801085000005,2674.8817823,2676.639459,2676.639459,2677.639811,2677.639811,2678.139475166667,2679.9730298000004,2680.7225648000003,2680.7225648000003,2683.1397057000004,2683.1397057000004,2683.1394171666666,2684.1395227000003,2685.8716160000004,2685.6231665000005,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
66,66,0,gesture,images/hand.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,394.50854379999964,None,,,,,1,0,1,0,0,66,66,66,,,,,,,,,2685.8716160000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2685.8704379,2685.8716160000004,2687.6394968000004,2687.6394968000004,2688.6392748,2688.6392748,2689.139043366667,2690.9391180000002,2691.7449306999997,2691.7449306999997,2694.1395363,2694.1395363,2694.1395657666667,2695.13955,2696.8860592,2696.6229998999997,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
67,67,0,speech_gesture,images/speak_gesture.png,go,"OK",audios/OK.wav,videos/ok_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,67,67,67,,,,,,,,,2696.8860592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2696.8804221,2696.8860592,2698.6397002000003,2698.6397002000003,2699.6393491999997,2699.6393491999997,2700.139108966667,2701.3558026,2702.7351215,2702.7351215,2705.1391019000002,2705.1391019000002,2705.1391504666667,2706.1397262,2707.8828046,2707.6230570999996,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
68,68,0,speech_gesture,images/speak_gesture.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,68,68,68,,,,,,,,,2707.8828046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2707.8814119,2707.8828046,2709.6396416,2709.6396416,2710.6394522,2710.6394522,2711.1391559666667,2713.1400798000004,2713.7198819000005,2713.7198819000005,2716.1396757,2716.1396757,2716.1392064666666,2717.1403914,2718.8887271000003,2718.6226061999996,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
69,69,0,speech,images/speak.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,394.50854379999964,None,,,,,1,0,1,0,0,69,69,69,,,,,,,,,2718.8887271000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2718.8875174000004,2718.8887271000003,2720.6397015000002,2720.6397015000002,2721.6394483000004,2721.6394483000004,2722.139228366667,2723.9397135,2724.7164493,2724.7164493,2727.1397619,2727.1397619,2727.139735866667,2728.1424349,2729.8876895000003,2729.6232695,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
70,70,0,speech_gesture,images/speak_gesture.png,go,"hang loose",audios/hangloose.wav,videos/hangloose_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,70,70,70,,,,,,,,,2729.8876895000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2729.8847871999997,2729.8876895000003,2731.6392397,2731.6392397,2732.6394545000003,2732.6394545000003,2733.139266466667,2734.7559349000003,2735.7217078000003,2735.7217078000003,2738.1397884999997,2738.1397884999997,2738.1397709666667,2739.1404112,2740.8774808999997,2740.6234088,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
71,71,0,speech,images/speak.png,go,"OK,audios/OK.wav,videos/ok_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,71,71,71,,,,,,,,,2740.8774808999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2740.8763007999996,2740.8774808999997,2742.6400160000003,2742.6400160000003,2743.6395141000003,2743.6395141000003,2744.139895466667,2745.3559661,2746.7387850000005,2746.7387850000005,2749.139849,2749.139849,2749.1398344666673,2750.1392895,2751.8757576,2751.6233494999997,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
72,72,0,speech_gesture,images/speak_gesture.png,go,"stop",audios/stop2.wav,videos/stop_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,72,72,72,,,,,,,,,2751.8757576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2751.8744635000003,2751.8757576,2753.6399825999997,2753.6399825999997,2754.6402506000004,2754.6402506000004,2755.1393760666665,2756.7227322,2757.7516185000004,2757.7516185000004,2760.1394315,2760.1394315,2760.1393765666667,2761.1414137,2762.8803743,2762.6228566,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
73,73,0,speech_gesture,images/speak_gesture.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,73,73,73,,,,,,,,,2762.8803743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,2762.8765187,2762.8803743,2764.6398945,2764.6398945,2765.6396209000004,2765.6396209000004,2766.1393998666667,2767.8227495,2768.7480088,2768.7480088,2771.1401248,2771.1401248,2771.1399338666665,2772.1395209,2773.8861601999997,2773.6229143,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
74,74,0,gesture,images/hand.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,74,74,74,,,,,,,,,2773.8861601999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2773.8849287000003,2773.8861601999997,2775.6399614,2775.6399614,2776.6396481,2776.6396481,2777.139469166667,2779.1410182,2779.7508353000003,2779.7508353000003,2782.1400176999996,2782.1400176999996,2782.140047066667,2783.1413715,2784.9002024,2784.6229242,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
75,75,0,gesture,images/hand.png,go,"peace",audios/peace.wav,videos/peace_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,75,75,75,,,,,,,,,2784.9002024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2784.899087,2784.9002024,2786.6401518000002,2786.6401518000002,2787.6400341999997,2787.6400341999997,2788.139534166667,2789.5068303,2790.7321774,2790.7321774,2793.1400214000005,2793.1400214000005,2793.1400160666667,2794.1408428000004,2795.8688721,2795.6234738000003,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
76,76,0,speech,images/speak.png,go,"good luck",audios/goodluck2.wav,videos/goodluck_clip.mp4,digits,space,394.50854379999964,None,,,,,1,0,1,0,0,76,76,76,,,,,,,,,2795.8688721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2795.8650743999997,2795.8688721,2797.6401511000004,2797.6401511000004,2798.6398664,2798.6398664,2799.139558666667,2800.6235843000004,2801.7233263,2801.7233263,2804.1400813,2804.1400813,2804.140084066667,2805.1403416000003,2806.8872772000004,2806.6235060999998,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
77,77,0,gesture,images/hand.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,394.50854379999964,None,,,,,1,0,1,0,0,77,77,77,,,,,,,,,2806.8872772000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2806.8861991000003,2806.8872772000004,2808.6400255,2808.6400255,2809.6404193,2809.6404193,2810.139631966667,2811.9735829,2812.7412600999996,2812.7412600999996,2815.1401208999996,2815.1401208999996,2815.140131866667,2816.1564495000002,2817.8431493,2817.6235636,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
